name,positionX,positionY,positionZ,rotationX,rotationY,rotationZ
BigHouse(Clone),11.70968,0,1.147808,0,0,0
BigHouse(Clone),27.98357,0,0.313586,0,180,0
BigHouse(Clone),125.9511,0,-0.3090166,0,180,0
BigHouse(Clone),136.5152,0,-0.1736485,0,180,0
BigHouse(Clone),186.634,0,-0.5000003,0,270,0
BigHouse(Clone),25,0,12.5,0,270,0
BigHouse(Clone),223.3224,0,10.01289,0,0,0
BigHouse(Clone),51.58976,0.01831166,22.45586,0,270,0
BigHouse(Clone),60.50487,0.01831166,24.86049,0,270,0
BigHouse(Clone),85.50122,0,24.9302,0,0,0
BigHouse(Clone),200,0,25,0,270,0
BigHouse(Clone),259.6468,0,25.92705,0,90,0
BigHouse(Clone),90.81615,0.08022167,39.73677,0,270,0
BigHouse(Clone),100,0.05127272,37.5,0,0,0
BigHouse(Clone),135.7366,0.1970197,39.92705,0,90,0
BigHouse(Clone),238.1237,0,34.56556,0,270,0
BigHouse(Clone),262.5,0,37.5,0,270,0
BigHouse(Clone),27.77864,0.1755297,52.87736,0,180,0
BigHouse(Clone),112.7783,0.3181434,48.01946,0,270,0
BigHouse(Clone),185.2632,0,46.68385,0,90,0
BigHouse(Clone),237.5698,0,48.00122,0,0,0
BigHouse(Clone),50.34202,1.026836,61.56031,0,0,0
BigHouse(Clone),125,1.391686,62.5,0,90,0
BigHouse(Clone),137.4302,1.689618,60.50122,0,90,0
BigHouse(Clone),25,0.4138437,75,0,180,0
BigHouse(Clone),110.8039,2.329783,76.05984,0,180,0
BigHouse(Clone),75,0.9741805,87.5,0,270,0
BigHouse(Clone),84.52742,1.570654,84.82348,0,180,0
BigHouse(Clone),124.4701,2.097146,86.65195,0,0,0
BigHouse(Clone),138.8681,2.017824,83.74123,0,0,0
BigHouse(Clone),200,0.2966489,87.5,0,180,0
BigHouse(Clone),40.47258,1.10831,97.32348,0,0,0
BigHouse(Clone),238.2492,0.05733795,98.14563,0,90,0
BigHouse(Clone),248.5,0,97.40192,0,90,0
BigHouse(Clone),50.81347,1.485662,114.3271,0,90,0
BigHouse(Clone),62.3604,1.998299,116.4976,0,90,0
BigHouse(Clone),90.28156,2.708415,111.3762,0,90,0
BigHouse(Clone),134.1839,0.8831651,114.7368,0,270,0
BigHouse(Clone),222.0073,0.1831166,112.7093,0,270,0
BigHouse(Clone),137.5,0.1538179,125,0,270,0
BigHouse(Clone),161.5152,0,124.8264,0,90,0
BigHouse(Clone),50,0.1904413,137.5,0,180,0
BigHouse(Clone),62.15798,0.8286124,138.4397,0,180,0
BigHouse(Clone),187.3953,1.316172,140.4982,0,0,0
BigHouse(Clone),227.084,0.1464933,135.342,0,90,0
BigHouse(Clone),237.7784,0,139.4805,0,0,0
BigHouse(Clone),8.845819,0,151.627,0,270,0
BigHouse(Clone),73.37305,1.122208,146.3458,0,90,0
BigHouse(Clone),99.06106,0.4267789,151.7659,0,0,0
BigHouse(Clone),136.0016,0,153.7087,0,180,0
BigHouse(Clone),187.191,0.9680024,149.049,0,180,0
BigHouse(Clone),201.1026,1.300128,146.155,0,90,0
BigHouse(Clone),163.3269,0.1330915,165.3838,0,90,0
BigHouse(Clone),211.979,0.21974,165.4544,0,0,0
BigHouse(Clone),263.288,0,163.1157,0,90,0
BigHouse(Clone),49.44872,0.1662568,173.0775,0,0,0
BigHouse(Clone),61.18489,0.2000033,177.6964,0,270,0
BigHouse(Clone),235.882,0.03490493,173.8244,0,0,0
BigHouse(Clone),8.502437,0,187.3604,0,180,0
BigHouse(Clone),75,0.384545,187.5,0,270,0
BigHouse(Clone),88.14278,0.2014283,186.734,0,90,0
BigHouse(Clone),187.5,0.10987,187.5,0,270,0
BigHouse(Clone),221.2913,1.393692,186.0016,0,90,0
BigHouse(Clone),27.35114,0,196.7639,0,270,0
BigHouse(Clone),75,1.047427,200,0,90,0
BigHouse(Clone),11.81596,0,210.6206,0,0,0
BigHouse(Clone),61.56106,1.566569,214.2659,0,90,0
BigHouse(Clone),197.6489,1.985108,215.7361,0,90,0
BigHouse(Clone),212.6395,3.183597,210.5049,0,90,0
BigHouse(Clone),252.9927,0,212.2907,0,180,0
BigHouse(Clone),262.5,0,212.5,0,0,0
BigHouse(Clone),10.51096,0,224.7909,0,180,0
BigHouse(Clone),50.41752,0.5493499,227.9708,0,270,0
BigHouse(Clone),125,0,227,0,270,0
BigHouse(Clone),138.4994,0.07324666,224.9651,0,0,0
BigHouse(Clone),238.1947,1.275003,225.7193,0,90,0
BigHouse(Clone),26,0,237.5,0,270,0
BigHouse(Clone),58.56077,0.2014283,236.8054,0,270,0
BigHouse(Clone),100,0.8752976,237.5,0,0,0
BigHouse(Clone),137.5,0,237.5,0,0,0
BigHouse(Clone),227.9344,1.395641,238.1237,0,0,0
BigHouse(Clone),25,0,250,0,90,0
BigHouse(Clone),115.3838,0.1775133,249.1731,0,180,0
